"";"year";"land";"date";"cdu";"csu";"spd";"fdp";"gruene";"linke";"afd";"wbt";"others";"level"
"159";"2002";"berlin";2002-09-22;0,258537721411887;0;0,36598361334371;0,0662367470687179;0,146361396332419;0,113582742251752;NA;0,776289455316553;0,049297779591514;"bundestagswahl"
"160";"2002";"brandenburg";2002-09-22;0,222644391833376;0;0,46371976264751;0,0580967254632474;0,0450473172067453;0,172438234766192;NA;0,736762770552468;0,0380535680829293;"bundestagswahl"
"161";"2002";"bremen";2002-09-22;0,24567824078978;0;0,485583543418851;0,0670137491261149;0,149969281613457;0,0223582187572824;NA;0,788471660065264;0,0293969662945152;"bundestagswahl"
"162";"2002";"hamburg";2002-09-22;0,280576435639865;0;0,420097608771919;0,0680625011676932;0,16193050305261;0,0210215914257067;NA;0,795900745058656;0,048311359942207;"bundestagswahl"
"163";"2002";"hessen";2002-09-22;0,370806745583239;0;0,397002861182144;0,0822789759492585;0,107204854373766;0,0134407318815472;NA;0,801022773147268;0,0292658310300461;"bundestagswahl"
"164";"2002";"mecklenburg-vorpommern";2002-09-22;0,302895400757377;0;0,416624276149811;0,0542763039579897;0,0351250391791141;0,163214280209024;NA;0,705783704043642;0,0278646997466845;"bundestagswahl"
"165";"2002";"niedersachsen";2002-09-22;0,345318724873525;0;0,478438614074065;0,070774558301262;0,072972966838367;0,0103957032193871;NA;0,809641981916002;0,022099432693393;"bundestagswahl"
"166";"2002";"nordrhein-westfalen";2002-09-22;0,350986960208392;0;0,429635924740465;0,0934672133652135;0,0888688152657994;0,0119785420183795;NA;0,802893841464483;0,0250625444017509;"bundestagswahl"
"167";"2002";"rheinland-pfalz";2002-09-22;0,402454067902843;0;0,382362807174671;0,093125646645186;0,079343312304966;0,0100296072975288;NA;0,800196389732671;0,032684558674805;"bundestagswahl"
"168";"2002";"saarland";2002-09-22;0,349697726611723;0;0,459625078348454;0,0639385592594263;0,0755908989814312;0,013997738587566;NA;0,800223570355253;0,0371499982114001;"bundestagswahl"
"169";"2002";"sachsen";2002-09-22;0,335575354644196;0;0,333069846546326;0,0725750840709675;0,0462023114684396;0,161698040276758;NA;0,736926283491438;0,050879362993313;"bundestagswahl"
"170";"2002";"sachsen-anhalt";2002-09-22;0,290429822660581;0;0,432000782893771;0,0756799642105705;0,0339538232477509;0,144086705485149;NA;0,688067138910003;0,0238489015021774;"bundestagswahl"
"171";"2002";"schleswig-holstein";2002-09-22;0,360296698653974;0;0,428735203540833;0,0803575185350201;0,0936189270178719;0,0130141403917902;NA;0,806913431604837;0,0239775118605108;"bundestagswahl"
"172";"2002";"thueringen";2002-09-22;0,29396585084214;0;0,39920424860609;0,0585514648213181;0,0426288491611017;0,169544850344796;NA;0,748121226552857;0,0361047362245542;"bundestagswahl"
"173";"2005";"baden-wuerttemberg";2005-09-18;0,392117781407027;0;0,301391150490507;0,119165532979519;0,107015315038505;NA;NA;0,786793086589758;0,0803102200844421;"bundestagswahl"
"174";"2005";"bayern";2005-09-18;0;0,492481790073606;0,254611710897317;0,0949665877694352;0,0789171037866443;NA;NA;0,778725429815583;0,0790228074729968;"bundestagswahl"
"175";"2005";"berlin";2005-09-18;0,220137388265659;0;0,343456660325449;0,0819530591887694;0,137100648700122;NA;NA;0,773871602877032;0,217352243520001;"bundestagswahl"
"176";"2005";"brandenburg";2005-09-18;0,205662873641088;0;0,35830823149066;0,0687261022164895;0,0511943628980093;NA;NA;0,749398125873916;0,316108429753753;"bundestagswahl"
"177";"2005";"bremen";2005-09-18;0,227643601780499;0;0,429281528289323;0,0810370218915178;0,142572550363201;NA;NA;0,754986381622899;0,11946529767546;"bundestagswahl"
"178";"2005";"hamburg";2005-09-18;0,288772944483784;0;0,387491996726608;0,0896716431833311;0,149201156711513;NA;NA;0,775282213538937;0,0848622588947638;"bundestagswahl"
"179";"2005";"hessen";2005-09-18;0,336763180984287;0;0,356485697856732;0,11670619146431;0,101278722444252;NA;NA;0,787115971007935;0,0887662072504194;"bundestagswahl"
"180";"2005";"mecklenburg-vorpommern";2005-09-18;0,295765231885242;0;0,317458876960107;0,0625671183066978;0,0397078204612395;NA;NA;0,7124993832773;0,284500952386714;"bundestagswahl"
"181";"2005";"niedersachsen";2005-09-18;0,335584128694065;0;0,431695880232769;0,0894237577941996;0,0744293622347959;NA;NA;0,793830256938923;0,0688668710441711;"bundestagswahl"
"182";"2005";"nordrhein-westfalen";2005-09-18;0,343972314743143;0;0,399775483794652;0,100031319444573;0,0763760133070064;NA;NA;0,783374306510341;0,0798448687106257;"bundestagswahl"
"183";"2005";"rheinland-pfalz";2005-09-18;0,369165693239374;0;0,345795866723257;0,117334969897015;0,072728374035003;NA;NA;0,787239423495001;0,0949750961053514;"bundestagswahl"
"184";"2005";"saarland";2005-09-18;0,301596797565341;0;0,33337805713492;0,0744856499736393;0,0591759034471002;NA;NA;0,794265698039532;0,231363591879;"bundestagswahl"
"185";"2005";"sachsen";2005-09-18;0,300338662509667;0;0,245389461886118;0,101818913742266;0,0479029207753287;NA;NA;0,756883401467474;0,30455004108662;"bundestagswahl"
"186";"2005";"sachsen-anhalt";2005-09-18;0,246565681703651;0;0,327392716977152;0,0807643017029752;0,040774063322301;NA;NA;0,709575845693805;0,304503236293921;"bundestagswahl"
"187";"2005";"schleswig-holstein";2005-09-18;0,364122630106891;0;0,382110408143156;0,101054801764786;0,084374812329712;NA;NA;0,790945602941999;0,0683373476554552;"bundestagswahl"
"188";"2005";"thueringen";2005-09-18;0,256714160756615;0;0,298307734407149;0,0792740717560314;0,0482334638610896;NA;NA;0,754859009426614;0,317470569219115;"bundestagswahl"
"189";"2009";"baden-wuerttemberg";2009-09-27;0,344441445187684;0;0,193160751321781;0,187971567535922;0,138852561948178;0,071596954772331;NA;0,724439854342873;0,0639767192341029;"bundestagswahl"
"190";"2009";"bayern";2009-09-27;0;0,425469435222539;0,168372209651301;0,146778971130042;0,108127045614305;0,0645473055166869;NA;0,716277383317579;0,0867050328651258;"bundestagswahl"
"191";"2009";"berlin";2009-09-27;0,228141382901872;0;0,201973418900375;0,115188246523597;0,173804184158686;0,202309381718168;NA;0,709173370986764;0,0785833857973024;"bundestagswahl"
"192";"2009";"brandenburg";2009-09-27;0,235994038421623;0;0,250957081248126;0,0934321740734762;0,0609469050529277;0,285081928461059;NA;0,6695598048588;0,0735878727427873;"bundestagswahl"
"193";"2009";"bremen";2009-09-27;0,239106231043882;0;0,302468023779499;0,106222184158223;0,154404316457528;0,142845329891823;NA;0,702955870961396;0,054953914669045;"bundestagswahl"
"194";"2009";"hamburg";2009-09-27;0,278299023623042;0;0,274096337965878;0,132165155956306;0,156209030866329;0,111803849095943;NA;0,713058058273133;0,0474266024925029;"bundestagswahl"
"195";"2009";"hessen";2009-09-27;0,321888008167245;0;0,255768006442657;0,165985905586374;0,120201248060232;0,0854284609218803;NA;0,737599623907601;0,0507283708216119;"bundestagswahl"
"196";"2009";"mecklenburg-vorpommern";2009-09-27;0,33147923303896;0;0,165585684685339;0,098243101605388;0,0551629428999374;0,290032942565554;NA;0,629991616070294;0,0594960952048216;"bundestagswahl"
"197";"2009";"niedersachsen";2009-09-27;0,331978150124159;0;0,29281613026724;0,132743658308839;0,107327712718305;0,0858124026674121;NA;0,733355420632155;0,0493219459140448;"bundestagswahl"
"198";"2009";"nordrhein-westfalen";2009-09-27;0,331381560421462;0;0,28531669501775;0,148524103532788;0,100733783968581;0,0841175144939854;NA;0,71445229488126;0,0499263425654344;"bundestagswahl"
"199";"2009";"rheinland-pfalz";2009-09-27;0,349950686895299;0;0,237555565586885;0,166279776520214;0,0966523173055484;0,0935558282253347;NA;0,719599159503047;0,0560058254667191;"bundestagswahl"
"200";"2009";"saarland";2009-09-27;0,306546616581206;0;0,247003164822088;0,118705620252126;0,0676222115455309;0,211808838590654;NA;0,737358296415576;0,0483135482083961;"bundestagswahl"
"201";"2009";"sachsen";2009-09-27;0,355581858842218;0;0,145959414107609;0,132809645354049;0,0671664685780553;0,24483707970177;NA;0,649751648217339;0,0536455334162982;"bundestagswahl"
"202";"2009";"sachsen-anhalt";2009-09-27;0,301255038780316;0;0,16866610347626;0,103309131666822;0,0513307036332433;0,323825614964013;NA;0,60472144937424;0,051613407479346;"bundestagswahl"
"203";"2009";"schleswig-holstein";2009-09-27;0,322122619294664;0;0,267622531689926;0,162638505575016;0,126611833971005;0,0790325206181788;NA;0,735834466957829;0,0419719888512099;"bundestagswahl"
"204";"2009";"thueringen";2009-09-27;0,311566535608543;0;0,175838976301563;0,097936382552248;0,059944681186164;0,288101908718274;NA;0,65206455614904;0,0666115156332072;"bundestagswahl"
"205";"2013";"baden-wuerttemberg";2013-09-22;0,456681553181583;0;0,205675308785738;0,0617362330754292;0,110473573378608;0,0482905144417273;0,052461361792649;0,742723925359189;0,0646814553442659;"bundestagswahl"
"206";"2013";"bayern";2013-09-22;0;0,492887062350749;0,199674505432887;0,0507780642190752;0,0840052547162142;0,0378254470801603;0,0430908003716899;0,700296577399269;0,0917388658292247;"bundestagswahl"
"207";"2013";"berlin";2013-09-22;0,28452034741439;0;0,245780521680956;0,035584971032952;0,123473964897207;0,184876163562435;0,0492582455539763;0,724508903236517;0,0765057858580841;"bundestagswahl"
"208";"2013";"brandenburg";2013-09-22;0,347604587276229;0;0,231333038501486;0,0254724632336523;0,0469488505159317;0,224229703780426;0,0598366996503794;0,683844770235786;0,0645746570418954;"bundestagswahl"
"209";"2013";"bremen";2013-09-22;0,292821755127318;0;0,355797603001712;0,0340121185627725;0,121470984663582;0,101040642113827;0,0373605090282078;0,688313701498275;0,0574963875025803;"bundestagswahl"
"210";"2013";"hamburg";2013-09-22;0,32096732369512;0;0,324306909631366;0,0481225914288825;0,126652814400968;0,0878911665426249;0,0416937481828724;0,703019225878722;0,0503654461181664;"bundestagswahl"
"211";"2013";"hessen";2013-09-22;0,391664027501111;0;0,288081253051452;0,0556349864092239;0,0994682174054054;0,0599264760770893;0,0560082284787829;0,731992891440385;0,0492168110769352;"bundestagswahl"
"212";"2013";"mecklenburg-vorpommern";2013-09-22;0,425296429933748;0;0,17796859208314;0,0218590066413673;0,0434644819952451;0,21535293283841;0,0563358044951097;0,652783546370229;0,0597227520129808;"bundestagswahl"
"213";"2013";"niedersachsen";2013-09-22;0,410682839698915;0;0,330690443303654;0,0417629115057387;0,0881615473560602;0,0503761309799652;0,0373150276924184;0,734172590545148;0,0410110994632485;"bundestagswahl"
"214";"2013";"nordrhein-westfalen";2013-09-22;0,397610083724664;0;0,31882837902132;0,0524340669458296;0,0800831150716923;0,0613724325677076;0,0391926560068443;0,724729910181073;0,050479266661943;"bundestagswahl"
"215";"2013";"rheinland-pfalz";2013-09-22;0,432899660735598;0;0,274965375884456;0,0553805220779256;0,076483282659674;0,0543410083644277;0,0480533502641909;0,728224525485509;0,0578768000137277;"bundestagswahl"
"216";"2013";"saarland";2013-09-22;0,377502844141069;0;0,310352673492605;0,038228811149033;0,0568792662116041;0,0996249288964733;0,052067335039818;0,725346451074777;0,065344141069397;"bundestagswahl"
"217";"2013";"sachsen";2013-09-22;0,42638207499447;0;0,146107949235462;0,0305484915881152;0,0488354027947589;0,200220607274467;0,0676401795038437;0,695378446056429;0,0802652946088829;"bundestagswahl"
"218";"2013";"sachsen-anhalt";2013-09-22;0,412092652366996;0;0,182158353940186;0,0262958988475715;0,0397500880121139;0,239493898533697;0,0421278996280163;0,620570931388797;0,05808120867142;"bundestagswahl"
"219";"2013";"schleswig-holstein";2013-09-22;0,392286386331673;0;0,315499696000098;0,0563253474503927;0,0940477433381032;0,051696565108181;0,0456589428173114;0,730861054909059;0,0444853189542403;"bundestagswahl"
"220";"2013";"thueringen";2013-09-22;0,387501593335352;0;0,161334033724313;0,0260625009641201;0,049128313630101;0,23432381283323;0,0617142421041607;0,682238985879312;0,0799355034087228;"bundestagswahl"
"221";"2017";"baden-wuerttemberg";2017-09-24;0,344017688731193;0;0,163920448098505;0,127150353547691;0,134692025720811;0,0635289559363574;0,121892691567851;0,782912002267802;0,0447978363975913;"bundestagswahl"
"222";"2017";"bayern";2017-09-24;0;0,388151831207283;0,152968872790033;0,101613237010717;0,0976728646961198;0,060975273257489;0,123938045855589;0,781423660136745;0,0746798751827691;"bundestagswahl"
"223";"2017";"berlin";2017-09-24;0,227025930931461;0;0,178836537648699;0,0893751986311704;0,125704505302717;0,187887698617795;0,120473483206905;0,755925323702493;0,0706966456612532;"bundestagswahl"
"224";"2017";"brandenburg";2017-09-24;0,266857209167236;0;0,175621515785491;0,0707558401991909;0,050288060819771;0,171529167289921;0,201969908057989;0,737071173678164;0,0629782986804004;"bundestagswahl"
"225";"2017";"bremen";2017-09-24;0,250987743851614;0;0,267643226619885;0,093451250740996;0,11053402864081;0,134294045251156;0,100035206711543;0,708464181241841;0,0430544981839956;"bundestagswahl"
"226";"2017";"hamburg";2017-09-24;0,272269807937284;0;0,23500436552645;0,107972657695697;0,139421828450146;0,121739912771261;0,0782226684305984;0,759589281968386;0,0453687591885642;"bundestagswahl"
"227";"2017";"hessen";2017-09-24;0,308519215264714;0;0,235428648212846;0,115483293021589;0,096669354116277;0,0809692734927887;0,119057601003315;0,770118344671541;0,0438726148884708;"bundestagswahl"
"228";"2017";"mecklenburg-vorpommern";2017-09-24;0,331277290810881;0;0,150606462464017;0,0624198121853134;0,0426022360944895;0,178292417332428;0,185883710148678;0,708573969473371;0,0489180709641944;"bundestagswahl"
"229";"2017";"niedersachsen";2017-09-24;0,349362897505819;0;0,274408991998237;0,092835641931441;0,087115793152364;0,0695030488644658;0,090889645223044;0,76443927112087;0,0358839813246291;"bundestagswahl"
"230";"2017";"nordrhein-westfalen";2017-09-24;0,326183906289184;0;0,259593842801306;0,131229323713078;0,0756055512744514;0,0747869486775955;0,0942240411586809;0,754366610783785;0,0383763860857044;"bundestagswahl"
"231";"2017";"rheinland-pfalz";2017-09-24;0,358942157183939;0;0,241488487225006;0,103802910976734;0,0758656274312108;0,0681107264912766;0,112460243487212;0,776504573310771;0,0393298472046208;"bundestagswahl"
"232";"2017";"saarland";2017-09-24;0,323913556072706;0;0,271495648073157;0,0759955438456202;0,0600025971451907;0,128914085753633;0,100673549101422;0,766034449041767;0,0390050200082699;"bundestagswahl"
"233";"2017";"sachsen";2017-09-24;0,268512513491145;0;0,105309582464173;0,0821415146543282;0,0458206891656221;0,160775331490955;0,270202032423921;0,753760718415401;0,0672383363098551;"bundestagswahl"
"234";"2017";"sachsen-anhalt";2017-09-24;0,303146235280888;0;0,15179360311009;0,0775554627383572;0,0371435685713827;0,177398833716204;0,196309177657472;0,68115808422166;0,0566531189256052;"bundestagswahl"
"235";"2017";"schleswig-holstein";2017-09-24;0,339893369300454;0;0,232860487712756;0,126392409600843;0,119763400385046;0,0726713805510593;0,0818131532179518;0,763100107148594;0,0266057992318907;"bundestagswahl"
"236";"2017";"thueringen";2017-09-24;0,287580497632968;0;0,132127362396944;0,0781251931325167;0,0412067537668566;0,168575330951881;0,227177144234454;0,742524960187073;0,0652077178843801;"bundestagswahl"
